user_id,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
76561198041628266,468.38,1067.28,,,1067.28,,,,1067.28,1067.28,,1067.28,,1535.6599999999999,,,1535.6599999999999,,,
76561198041647183,,,,,,,,,,0.18,,,,0.18,,,,,,
76561198041739032,4.17,15.22,,,11.05,,,,,4.17,,4.17,,,,,,,,
76561198041749839,,,,,,,,,,,203.7,203.7,,,,,,,,
76561198041772428,110.06,,,,,,85.83,,,85.83,85.83,,,,,,,,,
76561198041774278,0.37,0.37,,,,,,,0.37,,0.37,0.37,,,,,,,,
76561198041778707,2289.9,1.0,,,5.48,,,,0.82,19.08,,,,5.48,,,,,,
76561198041780071,0.15,,,,0.15,,,,0.15,,0.15,,,,,,,,,
76561198041784363,22.13,22.13,,,22.13,,,,,22.13,,22.13,,,,,,,,
76561198041784529,393.75,,,,,,,,393.75,,,,,,,,,,,
76561198041815803,27.03,27.03,,,,,,,,27.03,,27.03,,,,,,,,
76561198041821265,3.63,,,,,,,,,3.63,,,,,,,,,,
76561198041842088,7.4,,,,,,,,,7.4,,,,,,,7.4,,,
76561198041845214,65.9,,,,,,,,35.14,70.82,26.22,26.02,,35.22,,,13.0,,,
76561198041849606,,,,,,,,,,,,,,,,,251.43,,,
76561198041857144,714.97,714.97,,,,,643.37,,,643.37,643.37,643.37,,,,,,,,
76561198041858423,83.92,,,,,,,,,223.93,,,,223.93,,,,,,
76561198041859916,,,,,,,,,,,,,,,,,543.62,,,
76561198041865057,323.78000000000003,314.85,,,8.93,,,,,323.78000000000003,,323.78000000000003,,,,,8.93,,,
76561198041870879,,9.95,,,,,,,,9.95,,,,9.95,,,,,,
76561198041877981,8.45,,,,,,,,,,,6.2,,6.2,,,,,,
76561198041882833,78.6,,,,,,,,,,,,,,,,,,,
76561198041883863,986.2,,,,,,,,,,,,,,,,,,,
76561198041889877,330.20000000000005,64.48,,,15.45,,,,,15.45,,144.27,,,,,,,,
76561198041906216,103.19,24.33,,,,,,,,150.52,,,,150.52,,,,,,
76561198041962282,18.42,,,,,,,,,18.42,,,,,,,18.42,,,
76561198041964530,29.12,,,,,,,,,,,29.12,,,,,,,,
76561198041966846,65.7,,,,,,,,,212.28,,,,146.57999999999998,,,97.93,,,
76561198041971225,7.9,1.78,,,,,,,,6.12,,,,,,,,,,
76561198041992179,235.48,235.48,,,188.35,,,,,204.76999999999998,,188.35,,69.67,,,16.42,,,
76561198041992677,0.93,2.07,,,,,,,0.93,3.0,,,,,,,0.93,,,
76561198041993527,,13.67,,,,,,,,13.67,,13.67,,,,,,,,
76561198042017482,432.85,6.43,,,6.43,,294.8,,7.6,301.23,295.97,119.99,,,,,,,,
76561198042021806,6.48,6.48,,,6.48,,,,,6.48,,,,,,,,,,
76561198042022468,20.05,20.05,,,,,,,,20.05,,,,,,,,,,
76561198042076905,,,,,,,,,,20.0,,,,20.0,,,20.0,,,
76561198042091714,6.15,,,,,,,,,,,,,,,,,,,
76561198042111289,344.42,,,,,,,,,,,,,,,,,,,
76561198042121637,,,,,,,49.65,,,49.65,,49.65,,49.65,,,,,,
76561198042136913,10.22,10.22,,,10.22,,,,,10.22,,,,,,,,,,
76561198042146054,24.8,24.8,,,24.8,,,,,24.8,,24.8,,,,,,,,
76561198042151503,127.75,,,,,,,,,37.5,50.77,76.98,225.12,118.39,,30.12,,,,
76561198042153608,,,,,,,13.13,,,13.13,,,,13.13,,,,,,
76561198042156935,11.23,,,,,,,,11.23,11.23,,,,,,,,,,
76561198042163355,32.559999999999995,2.55,,,,,,,3.33,5.88,2.95,29.63,5.35,114.9,,5.35,9.0,,,
76561198042164186,46.63,,,,,,,,,46.63,,46.63,,,,,,,,
76561198042165187,,,,,,,,,,2.95,,,,,,,,,,
76561198042170355,14.72,110.57,,,,,,,,,,,,,,,,,,
76561198042171301,11.68,,,,,,,,8.2,3.48,,,,,,,3.48,,,
76561198042192184,147.17,3.85,,,,,,,,,,143.32,,,,,,,,
76561198042192960,630.58,,,,,,4.3,,4.3,,,,,,,,,,,
76561198042193560,173.79000000000002,141.83,,,146.66000000000003,,,,0.5,174.29000000000002,,141.33,,0.5,,,4.83,,,
76561198042212007,1144.62,162.72,,,,,,,,,,,,,,,,,,
76561198042216621,85.75,,,,,,,,74.48,547.05,,,,472.57,,,68.65,,,
76561198042220203,104.58,104.58,,,,,,,,,,,,,,,,,,
76561198042236060,1.5,,,,,,,,1.5,727.1,1.5,1.5,,725.6,,,,,,
76561198042243844,31.3,31.3,,,,,,,,31.3,,,,31.3,,,,,,
76561198042246940,,,,,,,,,,716.23,,,,716.23,,,,,,
76561198042253256,36.8,36.8,,,,,7.75,,,36.8,,7.75,,,,,185.45,,,
76561198042266501,351.75,,,,,,,,,,,351.75,,,,,,,,
76561198042267727,,,,,,,0.1,,,0.1,,,,0.1,,,,,,
76561198042288226,8.98,,,,,,,,,8.98,,8.98,,,,,,,,
76561198042297860,47.28,51.349999999999994,,,27.4,,10.95,,,51.349999999999994,,96.37,,13.0,,,,,,
76561198042309011,,,,,,,,,,,,3.57,,3.57,,,3.57,,,
76561198042346933,,,,,,,,,,,,,,31.23,,,,,,
76561198042359407,129.57,129.57,,,,,,,,129.57,,129.57,,,,,,,,
76561198042371996,128.99,68.67,,,35.52,,33.15,,35.52,68.67,33.15,93.47,,,,,,,,
76561198042372638,,,,,,,,,,,,,,,,,89.9,,,
76561198042400108,120.88,120.88,,,,,,,120.88,,120.88,120.88,,,,,,,,
76561198042409394,,,,,24.48,,,,,24.48,,,,24.48,,,,,,
76561198042424269,,,,,,,,,,62.3,,,,,,,,,,
76561198042441420,,,,,,,,,,,,,42.23,,,,50.97,,,
76561198042451234,227.28,,,,,,,,,,,227.28,,,,,,,,
76561198042465147,36.72,31.8,,,,,,,0.23,,,13.0,,0.23,,0.23,,,,
76561198042471841,11.98,9.62,,,,,,,,9.62,,,,,,,23.95,,,
76561198042472949,0.32,0.32,,,,,,,,,,,,,,,,,,
76561198042474153,16.25,,,,,,16.25,,,16.25,,16.25,,16.25,,,,,,
76561198042491372,459.73,459.73,,,,,,,,459.73,,459.73,,,,,,,,
76561198042492496,17.92,,,,,,,,12.17,12.17,12.17,5.75,,,,,,,,
76561198042503321,724.48,,,,,,,,,,,,,,,,,,,
76561198042504196,14.95,19.5,,,,,,,,4.55,,,,,,,,,,
76561198042517985,39.07,39.07,,,,,39.07,,,39.07,39.07,39.07,,,,,,,,
76561198042518125,194.29999999999998,,,,,,,,,2.32,,191.98,,2.32,,,,,,
76561198042536238,12.28,,,,,,,,,12.28,,,,,,12.28,,,,
76561198042541826,172.45,,,,,,,,,,,,,172.45,,,172.45,,,
76561198042581032,85.12,85.12,,,,,,,,,,,,,,,,,,
76561198042607823,5.25,,,,,,,,,5.25,,5.25,,,,,,,,
76561198042612057,7.0,7.0,,,,,,,,7.0,,,,,,,,,,
76561198042647341,68.17,68.17,,,,,,,,,,,,,,,,,,
76561198042649425,,17.35,,,,,,,,17.35,,,,,,,,,,
76561198042666584,1258.2800000000002,747.0300000000001,,,140.82,,,,140.82,140.82,,,,,,,,,,
76561198042669510,185.73,,,,,,185.73,,,185.73,185.73,,,,,,,,,
76561198042675136,36.12,36.12,,,,,36.12,,,36.12,36.12,36.12,,,,,,,,
76561198042684717,,,,,3.73,,,,,3.73,,,,3.73,,,,,,
76561198042690669,479.37,338.1,,,,,338.1,,141.27,479.37,479.37,479.37,,141.27,,,,,,
76561198042691525,56.15,52.33,,,52.33,,,,,52.33,,52.33,,,,,3.82,,,
76561198042743118,3.15,3.15,,,,,,,,,,,,,,,,,,
76561198042750240,,,,,0.6,,,,0.6,0.6,,,,,,,0.6,,,
76561198042754142,641.37,,,,,,,,,,,,,,,,,,,
76561198042760534,,12.12,,,12.12,,,,,12.12,,,,,,,,,,
76561198042772771,,,,,,,,,,,,20.5,,,,,,,,
76561198042823843,449.55,21.35,,,,,,,,,,,,55.25,,,55.25,,,
76561198042853300,75.94999999999999,9.9,,,,,,,45.449999999999996,40.4,45.449999999999996,9.9,,30.5,,,,,,
76561198042855580,21.95,,,,,,,,,,,,,,,,,,,
76561198042856696,,,,,2.73,,,,,2.73,,,,,,,,,,
76561198042879129,357.72,,,,,,,,,,,370.88,,,,,134.0,,,
76561198042884383,208.82,208.82,,,,,208.82,,,208.82,208.82,208.82,,,,,,,,
76561198042907638,1.02,,,,,,,,,,,1.02,,,,,,,,
76561198042918873,919.97,,,,,,,,,,,,,,,,,,,
76561198042921883,38.2,38.2,,,,,38.2,,,38.2,,,,38.2,,,,,,
76561198042925623,48.230000000000004,48.230000000000004,,,,,,,,31.48,,31.48,,,,,,,,
76561198042926871,,29.0,,,,,,,,,,,,,,,,,,
76561198042944630,,,,,,,,,,45.18,,45.18,,45.18,,,45.18,,,
76561198042961691,12.05,,,,,,,,,,,,,,,,547.53,,,
7656119804296544,,,,,,,,,,33.35,,,,33.35,,,,,,
76561198042997251,16.63,16.63,,,,,,,,,,,,,,,,,,
76561198043004741,79.72,79.72,,,,,,,,,,,,,,,,,,
76561198043018658,177.45999999999998,28.72,,,19.82,,8.9,,121.38999999999999,130.29,,,,10.1,,,,,,
76561198043028094,768.52,768.52,,,,,768.52,,,768.52,768.52,768.52,,,,,,,,
76561198043042471,,,,,,,,,2.9,2.9,2.9,2.9,,,,,,,,
76561198043043907,13.73,13.73,,,,,13.73,,,,,,,13.73,,,,,,
76561198043052779,,,,,,,,,,,,,4.7,,,,,,,
76561198043068128,,5.03,,,,,,,,5.03,,,,8.48,,,,,,
76561198043070022,70.86999999999999,,,,2.77,,,,,77.44999999999999,,9.35,,68.1,,,,,,
76561198043082457,,8.45,,,8.45,,,,8.45,8.45,,8.45,,8.45,,,178.58,,,
76561198043095159,,,,,15.58,,,,,15.58,,,,15.58,,,15.58,,,
76561198043095549,15.7,15.7,,,15.7,,,,,15.7,,15.7,,,,,,,,
76561198043096353,1049.3300000000002,,,,,,,,,,,34.38,,34.38,,,,,,
76561198043112708,8.2,3.28,,,,,,,,6.85,,,,1.55,,,1.55,,,
76561198043116660,174.93,174.93,,,174.93,,,,,174.93,,174.93,,,,,,,,
76561198043130826,507.08,143.72,,,,,185.4,,43.63,244.83,307.33,,,84.97,,,15.73,,,
76561198043147411,12.82,12.82,,,,,,,,,,,,,,,,,,
76561198043153333,167.97,,,,,,,,,,,,,,,,,,,
76561198043157461,,,,,462.82,,,,,462.82,,462.82,,462.82,,,,,,
76561198043175946,4.57,,,,,,,,4.57,4.57,,,,,,,,,,
76561198043177767,192.55,,,,,,,,,,,,,,,,,,,
76561198043192599,,,,,,,174.83,,174.83,174.83,,,,174.83,,174.83,,,,
76561198043209505,3.02,,,,,,,,3.02,3.02,3.02,3.02,,3.02,,,,,,
76561198043270290,3.95,,,,,,,,,3.95,,,,,,,,,,
76561198043276490,182.77,,,,,,,,182.77,,182.77,,,,,,,,,
76561198043305211,186.53,,,,,,,,,,,,,,,,,,,
76561198043319694,4.05,,,,,,,,,,,,,,,,,,,
76561198043339975,113.13000000000001,,,,,,,,,96.98,,,96.98,,,96.98,,,,
76561198043392285,150.63,,,,,,,,82.95,82.95,,67.68,,,,,67.68,,,
76561198043401883,443.75,,,,,,,,,,,,0.13,,,,,,,
76561198043413238,34.6,,,,,,34.6,,,34.6,34.6,,,,,,,,,
76561198043415920,108.07,,,,,,74.8,,,74.8,74.8,,,,,,,,,
76561198043441689,1171.58,,,,,,,,,56.9,,,25.08,31.82,,25.08,,,,
76561198043451293,6.55,,,,,,,,,,,,,,,,,,,
76561198043452448,76.75,,,,,,,,,76.75,,,,,,,76.75,,,
76561198043457790,5.6,5.6,,,,,,,,5.6,,,,5.6,,,,,,
76561198043458582,812.42,270.07,,,,,45.27,,,315.34,45.27,270.07,,497.08,,,545.25,,,
76561198043469792,6.07,6.07,,,6.07,,,,,6.07,,,,,,,,,,
76561198043474528,,,,,,,,,,,,,,,,,47.48,,,
76561198043497735,1.87,,,,1.87,,,,,1.87,,,,,,,,,,
76561198043499851,,9.48,,,,,,,,,,,,,,,,,,
76561198043505113,73.73,,,,,,73.73,,,73.73,73.73,,,,,,,,,
76561198043509581,,,,,38.27,,,,,78.62,,,,78.62,,,78.62,,,
76561198043516885,189.41000000000003,54.4,,,54.4,,,,6.73,129.63,,54.4,75.23,,,75.23,,,,
76561198043529964,565.88,,,,,,,,,,,,,,,,,,,
76561198043532486,33.8,33.8,,,,,,,,,,,,,,,,,,
76561198043562907,129.82999999999998,,,,,,,,85.75,433.77,85.75,,,433.77,,,,,,
76561198043580332,18.92,18.92,,,2.08,,18.92,,2.08,18.92,2.08,2.08,,18.92,,,,,,
76561198043587948,341.72,341.72,,,319.85,,,,319.85,449.05,,,,129.2,,,,,,
76561198043594420,24.13,24.13,,,,,,,,24.13,,20.4,,,,,,,,
76561198043624811,523.48,,,,,,,,,,,,,,,,,,,
76561198043631496,92.8,,,,,,,,,,,,,,,,,,,
76561198043633744,,92.13,,,92.13,,,,92.13,92.13,,92.13,,92.13,,,92.13,,,
76561198043636856,31.46,3.15,,,,,,,,5.58,,,,,,,,,,
76561198043639144,,,,,,,,,,,,3.57,,,,,,,,
76561198043640604,212.91,169.28,,,,,,,,169.28,,169.28,,,,,,,,
76561198043660131,79.99,33.99,,,,,,,,9.38,,7.489999999999999,,9.38,,,36.400000000000006,,,
76561198043699745,190.93,27.18,,,,,,,,,,163.75,,,,,,,,
76561198043707981,148.60999999999999,,,,,,,,,16.73,,131.88,,,,,16.73,,,
76561198043713459,,,,,,,,,,271.22,,,,271.22,,,271.22,,,
76561198043717627,19.97,19.97,,,,,,,,,,,,,,,,,,
76561198043733532,10.63,,,,,,,,,,,10.63,,,,,,,,
76561198043753683,41.67,41.67,,,1.12,,,,,73.89,,,,72.77,,,72.77,,,
76561198043770221,,,,,4.33,,,,,4.33,,,,4.33,,,,,,
76561198043775789,,,,,,,,,,,,,,460.63,,,460.63,,,
76561198043797303,,,,,,,,,,,,,,,,,34.02,,,
76561198043798473,5.75,5.75,,,,,,,,5.75,,5.75,,,,,,,,
76561198043802521,9.05,9.05,,,,,,,,9.05,,9.05,,,,,,,,
76561198043803212,2616.0,16.05,,,,,,,,,,,,,,,,,,
76561198043816164,0.52,,,,,,,,,,,,,,,,,,,
76561198043892035,148.82,15.72,,,,,,,,137.74,,15.72,,,,,122.02,,,
76561198043899269,60.32,60.32,,,60.32,,,,,60.32,,60.32,,,,,,,,
76561198043904527,,,,,,,,,,146.5,,,,146.5,,,,,,
76561198043905413,,,,,,,,,,8.75,,,,8.75,,,8.75,,,
76561198043909489,,8.88,,,,,,,,,,,,,,,,,,
76561198043917204,,,,,,,,,,,,,,,,,5.83,,,
76561198043917508,,,,,,,,,,60.42,,60.42,,,,,,,,
76561198043920464,,,,,9.33,,,,,333.52000000000004,,,,333.52000000000004,,1.52,,,,
76561198043922525,38.6,,,,,,,,,38.6,,38.6,,,,,,,,
76561198043927767,166.95,,,,,,,,,,,166.95,,,,,,,,
76561198043928101,631.57,,,,,,,,,,,,,,,,,,,
76561198043929272,86.9,,,,,,,,,86.9,,,,,,,,,,
76561198043932615,639.77,,,,,,,,,,,,,,,,,,,
76561198043936680,240.48,240.48,,,,,,,240.48,,240.48,240.48,,,,,,,,
76561198043956328,597.33,,,,,,,,,,,,,,,,,,,
76561198044020758,285.73,,,,,,,,,,,,,,,,,,,
76561198044023118,71.2,1.25,,,,,1.1,,,2.35,,9.0,,1.1,,,,,,
76561198044026724,556.07,,,,,,,,,52.77,,,11.65,52.77,,,,,,
76561198044027872,26.93,5.67,,,,,5.67,,26.93,5.67,26.93,,,,,,26.93,,,
76561198044032335,,,,,,,,,,1465.13,,,,1465.13,,,,,,
76561198044037106,,,,,,,,,,,,,,,,,248.4,,,
76561198044042065,190.42000000000002,,,,,,,,7.62,7.62,,182.8,,,,,7.62,,,
76561198044043409,,,,,,,,,,26.67,,26.67,,,,,26.67,,,
76561198044052424,371.88,371.88,,,,,,,,371.88,,371.88,,,,,,,,
76561198044060397,121.88,,,,3.3499999999999996,,,,,124.92999999999999,,121.58,,,,0.3,,,,
76561198044092869,9.43,,,,,,,,,,,,,,,,,,,
76561198044116529,,,,,,,,,,,,,,,,,108.18,,,
76561198044120483,59.22,,,,,,,,4.47,28.79,4.47,4.47,,,,,24.32,,,
76561198044120729,,,,,,,,,,893.2,,,,893.2,,,,,,
76561198044127701,274.0,132.05,,,132.05,,,,196.98000000000002,132.05,196.98000000000002,64.93,,228.42,,,,,,
76561198044136381,41.78,41.78,,,,,41.78,,,41.78,41.78,41.78,,,,,,,,
76561198044143456,5.8,5.8,,,,,,,,,,,5.8,,,,,,,
76561198044169764,73.80000000000001,,,,,,,,73.80000000000001,4144.93,72.4,,,4072.53,,,,,,
76561198044212679,20.8,3.28,,,,,3.28,,,3.28,,,,,,,,,,
76561198044223034,26.18,26.18,,,,,26.18,,,26.18,,,,26.18,,,42.6,,,
76561198044236862,20.8,20.8,,,,,,,,,,20.8,,,,,,,,
76561198044245052,55.35,,,,,,,,,,,,,,,,,,,
76561198044272190,100.14,66.85,,,,,,,,12.78,,,,,,,,,,
76561198044276877,562.42,,,,,,,,,,,,,,,,,,,
76561198044278243,,,,,,,,,,,,,,,,,9.88,,,
76561198044291528,,,,,,,,,,,,,61.77,,,61.77,,,,
76561198044297571,8.1,,,,,,,,8.1,8.1,,,,,,,,,,
76561198044314028,18.97,18.97,,,,,,,,,,,,,,,,,,
76561198044321140,,,,,,,,,,,,,,,,,447.95,,,
76561198044322071,320.82,,,,,,,,,,,320.82,,,,,,,,
76561198044344399,13.93,13.93,,,,,,,,13.93,,,,,,,13.93,,,
76561198044346263,26.57,10.22,,,5.1,,,,,15.32,,31.47,,5.1,,,26.57,,,
76561198044351737,340.52,,,,,,,,,,,,,,,,,,,
76561198044352021,3.58,,,,,,,,3.58,3.58,3.58,,,,,,,,,
76561198044353999,24.62,,,,,,,,5.07,5.07,,5.07,,,,,,,,
76561198044367162,9.87,,,,,,,,,,,,,,,,,,,
76561198044375508,,,,,,,,,,,,,,,,,582.58,,,
76561198044382516,574.22,,,,,,,,,378.7,195.52,,,199.27,,,3.75,,,
76561198044383480,17.55,,,,,,,,,,,17.55,,17.55,,,,,,
76561198044383808,26.82,26.82,,,,,,,,,,,,,,,,,,
76561198044386834,26.13,,,,,,,,,,,,,,,,,,,
76561198044402508,150.67,,,,150.67,,150.67,,150.67,150.67,150.67,,,,,,,,,
76561198044412023,432.12,,,,,,223.52,,,223.52,223.52,91.02,,,,,,,,
76561198044416353,25.68,25.68,,,,,,,,,,,,,,,,,,
76561198044443958,1.45,1.45,,,,,,,,,,,,1.45,,,356.53,,,
76561198044455212,232.32999999999998,232.32999999999998,,,104.58,,,,,232.32999999999998,,232.32999999999998,,,,,,,,
76561198044458526,25.93,12.1,,,,,,,9.75,30.68,4.75,,,12.1,,,13.83,,,
76561198044471846,444.25,,,,,,,,,,,,,,,,,,,
76561198044485625,,,,,,,,,,25.28,,,,25.28,,,,,,
76561198044489337,86.33,,,,,,,,,,,,,,,,,,,
76561198044511328,2756.23,,,,,,,,,,,,,,,,,,,
76561198044574089,,,,,,,,,,246.75,,,,246.75,,,,,,
76561198044583838,639.43,,,,,,,,,,,,,,,,,,,
76561198044585909,,,,,,,,,,1856.22,,,,1856.22,,,,,,
76561198044586193,33.7,33.7,,,33.7,,,,33.7,33.7,,,,,,,,,,
76561198044588689,67.63,67.63,,,,,,,,49.9,28.65,49.9,,,,,,,,
76561198044588815,4.18,4.18,,,,,,,,,,,,,,,,,,
76561198044593988,283.25,,,,,,,,,,,283.25,,,,,,,,
76561198044594262,1769.3,20.02,,,,,,,,20.02,,,,20.02,,,,,,
76561198044598568,602.68,,,,,,,,,,,,,,,,,,,
76561198044602692,,,,,,,,,0.2,0.2,,,,,,,,,,
76561198044605552,69.45,24.5,,,24.5,,,,,43.379999999999995,,,,,,,,,,
76561198044610496,404.97,,,,,,,,,,,,,,,,,,,
76561198044618156,19.82,,,,,,19.82,,19.82,,,,,,,,,,,
76561198044619788,15.68,,,,,,,,,,,,,,,,,,,
76561198044621638,15.53,,,,,,,,,,,,22.12,,,,,,,
76561198044625090,25.07,10.25,,,10.25,,,,10.25,10.25,,,11.33,,,11.33,,,,
76561198044634932,814.43,,,,,,,,,,,,,,,,,,,
76561198044635603,21.97,,,,,,,,,,,21.97,,,,,,,,
76561198044651677,84.03,84.03,,,84.03,,,,,84.03,,84.03,,,,,,,,
76561198044675502,1175.1000000000001,,,,,,,,,,,,,,,,,,,
76561198044688378,0.22,0.22,,,,,,,,0.22,,4.7,,,,,,,,
76561198044711473,23.1,,,,,,,,23.1,,23.1,,,,,,,,,
76561198044713685,1000.33,,,,,,,,,,,,,,,,,,,
76561198044715921,102.98,,,,,,,,,,,102.98,,,,,,,,
76561198044716809,235.84,219.43,,,,,,,,196.03,,175.78,,,,,18.33,,,
76561198044717313,202.62,,,,,,,,197.6,,,,,,,,,,,
76561198044722565,119.37,,,,,,,,,119.37,,119.37,,,,,,,,
76561198044733430,1.98,1.98,,,,,,,1.98,1.98,,,,,,,,,,
76561198044736260,,10.52,,,,,,,,10.52,,,,,,,,,,
76561198044743278,,,,,,,,,,,,,,,,,528.02,,,
76561198044752424,23.48,7.18,,,,,16.3,,0.15,325.19,,16.3,,374.48,,,126.4,,,
76561198044756744,2.97,2.97,,,,,,,,,,,,,,,51.07,,,
76561198044783111,316.13,2.43,,,,,,,316.13,2.43,,,,,,,,,,
76561198044788018,1214.25,,,,,,,,,,,,,,,,,,,
76561198044800577,,,,,,,,,,,,,,396.63,,,396.63,,,
76561198044810588,,,,,,,,,,,,39.55,,,,,,,,
76561198044815084,,,,,,,,,,677.0799999999999,,42.4,,634.68,,,,,,
76561198044831412,35.73,,,,,,35.73,,,35.73,35.73,,,,,,,,,
76561198044856249,528.27,,,,,,,,,,,20.47,,,,,20.47,,,
76561198044865157,2060.03,,,,,,,,,,,,,,,,,,,
76561198044882796,,,,,3.5,,,,,3.5,,,,,,,,,,
76561198044885418,1.63,1.63,,,,,1.63,,,1.63,1.63,1.63,,,,,,,,
76561198044890018,107.02,,,,,,,,,,,107.02,,,,,,,,
76561198044914131,40.78,40.78,,,40.78,,,,,40.78,,40.78,,,,,,,,
76561198044920971,23.05,23.05,,,,,23.05,,,23.05,23.05,23.05,,,,,,,,
76561198044934299,12.22,,,,,,,,,,,,,,,,,,,
76561198044948113,36.8,,,,,,,,,,,,,36.8,,,36.8,,,
76561198044957702,962.0,,,,,,,,13.13,,,,,,,,,,,
76561198044965044,53.51,,,,,,,,,,,49.53,,49.53,,,,,,
76561198044989220,13.17,13.17,,,13.17,,,,,13.17,,13.17,,,,,,,,
76561198045006942,1.52,,,,,,,,570.22,,570.22,570.22,,,,,,,,
76561198045070923,598.23,,,,,,,,,,209.1,,,209.1,,,,,,
76561198045071942,0.25,,,,,,,,0.25,0.25,,,,,,,0.25,,,
76561198045080203,2.02,,,,,,,,,2.02,,,,,,,,,,
76561198045086352,,,,,,,,,326.53,,326.53,326.53,,,,,,,,
76561198045090814,62.82,59.519999999999996,,,,,,,3.77,4.24,3.77,4.24,,0.47,,,,,,
76561198045126133,6.6,8.89,,,6.6,,,,,15.49,,,,,,,,,,
76561198045145306,362.21999999999997,,,,,,,,,,,136.47,,,,,129.29,,,
76561198045148009,174.62,174.62,,,,,,,,267.47,,174.62,,,,,73.47,,,
76561198045148546,,,,,,,,,,,1.73,1.73,,,,,,,,
76561198045160098,0.58,0.58,,,,,,,,0.58,,,,0.58,,,,,,
76561198045161688,12.35,12.35,,,,,,,,12.35,,12.35,,,,,,,,
76561198045174513,3.85,3.85,,,,,,,,3.85,,,,,,,,,,
76561198045174821,11.83,,,,,,,,11.83,11.83,,,,,,,,,,
76561198045180163,1243.75,,,,,,,,1243.75,,,,,,,,,,,
76561198045187637,213.32999999999998,120.88,,,,,,,34.2,155.07999999999998,34.2,155.07999999999998,,34.2,,,178.83,,,
76561198045200302,,,,,,,,,,0.82,,0.82,,,,,0.82,,,
76561198045212236,317.43,,,,,,,,,,,,,,,,,,,
76561198045214604,,6.22,,,,,,,,6.22,,,,,,,120.13,,,
76561198045222792,70.25,,,,,,36.68,,,154.60000000000002,36.68,,,19.52,,,93.42,,,
76561198045250161,85.41999999999999,,,,,,,,16.35,16.35,,,,,,,69.07,,,
76561198045266632,0.77,0.77,,,0.77,,,,0.77,0.77,,,,,,,,,,
76561198045272489,13.07,,,,,,,,,,,,,,,,,,,
76561198045283919,,,,,,,,,,36.57,,,,36.57,,,36.57,,,
76561198045296161,1.9,,,,,,,,,,,,,,,,,,,
76561198045299922,122.21000000000001,,,,,,,,35.46,35.46,,86.75,,,,,,,,
76561198045316180,25.38,25.38,,,,,4.75,,,120.33,,,,120.33,,,17.7,,,
76561198045319744,280.7,,,,,,,,,,,280.7,,,,,,,,
76561198045323634,1.75,1.75,,,,,,,1.75,1.75,1.75,1.75,,,,,,,,
76561198045344356,,,,,1.08,,,,,,,,,,,1.08,,,,
76561198045345375,,32.05,,,,,,,,32.05,,,,32.05,,,,,,
76561198045351949,302.7,,,,,,,,302.7,302.7,302.7,,,,,,,,,
76561198045357241,59.4,,,,,,,,,,,59.4,,,,,,,,
76561198045367986,60.45,60.45,,,,,,,,60.45,,,,,,,,,,
76561198045373498,243.3,243.3,,,,,,,,,,,,,,,,,,
76561198045377236,422.69999999999993,422.69999999999993,,,150.92,,,,,422.69999999999993,271.78,422.69999999999993,,,,,,,,
76561198045389453,3.4,3.4,,,,,,,,3.4,,,,,,,,,,
76561198045402323,6.33,,,,,,,,,,,,,,,,,,,
76561198045421572,95.73,,,,,,,,95.73,95.73,95.73,95.73,,,,,,,,
76561198045431856,78.79,26.020000000000003,,,,,19.92,,,806.76,19.92,26.020000000000003,,744.24,,,45.97,,,
76561198045436944,65.32,,,,,,,,,,,,,,,,,,,
76561198045453273,211.53,211.53,,,,,,,,211.53,,211.53,,,,,,,,
76561198045455281,30.7,,,,,,,,30.7,30.7,,,,,,,30.7,,,
76561198045459907,4.4,0.93,,,,,,,4.4,3.47,,,,0.93,,0.93,,,,
76561198045467294,,11.17,,,,,,,,,,,,,,,,,,
76561198045470612,37.84,37.84,,,,,,,,,,,,,,,,,,
76561198045476116,62.37,,,,,,,,,,,62.37,,,,,,,,
76561198045479668,625.32,161.85,,,161.85,,,,463.47,625.32,463.47,625.32,,463.47,,,,,,
76561198045481360,,,,,,,,,,32.22,,,,32.22,,,32.22,,,
76561198045501641,153.37,,,,,,,,,15.68,,169.05,,,,,152.99,,,
76561198045516933,74.7,74.7,,,,,,,,114.98,,74.7,,115.65,,,177.35000000000002,,,
76561198045536474,11.43,,,,11.43,,11.43,,,11.43,,,,,,,,,,
76561198045540232,157.96,121.03,,,,,,,,121.03,,36.93,,,,,,,,
76561198045542486,14.45,,,,,,,,,,,14.45,,,,,,,,
76561198045547769,,,,,,,,,60.68,60.68,60.68,60.68,,60.68,,,60.68,,,
76561198045570132,6.15,,,,5.25,,,,,5.25,,,5.25,0.9,,5.25,0.9,,,
76561198045577378,3.68,,,,,,,,,136.37,,3.68,,136.37,,,,,,
76561198045613225,49.92,,,,,,,,,,,49.92,,,,,,,,
76561198045618285,,,,,,,,,,,,,,231.48,,,231.48,,,
76561198045621089,8.2,,,,,,8.2,,,8.2,8.2,,,,,,,,,
76561198045631910,225.33,225.33,,,,,225.33,,,225.33,225.33,225.33,,,,,,,,
76561198045633274,87.0,87.0,,,87.0,,,,87.0,87.0,,,,,,,,,,
76561198045635178,199.28,,,,,,,,,,,,,,,,,,,
